tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz,face
0,1,1,1,0,1,0.89,0.15,-0.47,11863.53,-15084.72,23588.67,0
1,1,1,0,0,1,1.01,0.23,-0.15,26869.51,-50758.82,-11386.32,4
1,1,1,0,0,1,0.99,0.34,-0.24,-4781.68,25838.73,-21641.64,4
1,0,1,1,0,1,1.01,-0.35,-0.33,4151.76,3445.48,-30563.14,5
1,1,1,1,0,1,0.93,0.20,-0.28,431.88,5530.91,44199.52,0
1,1,1,0,0,1,0.97,0.35,-0.29,-2879.98,1896.92,53393.04,4
0,1,1,0,0,1,0.65,0.96,-0.35,7542.36,-1880.22,-26363.67,0
1,1,1,0,0,1,1.00,0.33,-0.23,3913.15,-994.99,-42567.45,4
1,1,1,1,0,1,0.83,-0.05,0.00,-7692.68,19983.32,-36618.98,5
1,1,1,1,0,1,1.02,-0.33,-0.88,6072.54,23991.91,6764.50,5
1,1,1,1,0,1,0.81,0.05,-0.11,5268.44,-45015.56,2646.15,0
1,1,1,1,0,1,1.04,-0.02,-0.19,6986.41,-75678.92,16139.36,5
1,1,1,1,0,0,0.74,-0.06,0.49,-8959.69,59608.75,-453.35,5
1,1,1,1,0,1,1.03,-0.09,-0.12,1271.77,-7890.73,13020.77,5
1,1,1,0,0,1,0.71,0.94,-0.29,209.97,15776.68,13970.43,0
1,1,1,1,0,1,1.08,0.08,-0.31,1663.09,-658.55,-5048.92,0
1,1,1,1,0,1,0.94,-0.39,-0.19,-4414.23,8594.62,-77337.23,5
1,0,1,1,0,1,0.97,-0.47,-0.32,3068.48,2498.21,67062.83,5
1,1,1,1,0,1,1.10,-0.08,-0.12,6218.09,-5728.95,7117.64,5
1,1,1,1,0,1,0.93,-0.06,-0.74,-12290.64,54707.77,7179.68,5
0,1,1,1,0,1,0.91,0.07,-0.72,25122.91,-60696.80,2462.42,0
1,1,1,0,0,1,0.89,0.01,0.20,8985.93,-59487.06,2152.23,4
1,1,1,0,0,0,0.85,0.08,0.21,-9157.73,65793.44,-1598.67,4
1,1,1,1,0,1,1.26,-0.12,-0.45,-5557.15,16867.12,4595.57,5
1,1,1,1,0,1,0.83,0.24,-0.64,5087.10,24595.59,35721.82,0
0,1,1,0,0,1,0.67,0.41,-0.58,23001.70,-21794.35,15163.46,1
1,1,1,0,0,1,0.81,0.43,-0.24,26234.82,-35764.77,-43447.91,4
1,1,1,1,0,1,0.84,0.02,-0.01,-5984.26,44927.27,-29804.38,0
1,0,1,1,0,1,1.11,-0.34,-0.54,-7434.99,3378.67,-18651.89,5
