tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz,face,,
1,1,1,1,1,0,0.14,0.33,0.82,-44822.29,6962.55,-14261.53,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.12,-0.27,0.82,52994.57,6227.64,6160.83,6,,
,,,,,,,,,,,,,,
1,0,1,1,0,0,0.43,-0.8,0.68,-7170.13,9701.75,-14984.51,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.26,-0.2,0.98,-12727.29,-47986.21,-22884.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.27,0.09,0.65,-33521.87,78186.68,73295.23,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.22,0.13,0.73,24464.36,-71694.19,-59730.44,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.36,-0.25,0.94,28876.2,-7986.17,18513.5,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.45,-0.72,0.64,-10820.82,7093.78,12149.86,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.26,0.06,0.9,-22159.41,-39539.53,-71190.73,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.44,-0.43,0.85,-25163.47,65521.43,78186.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.55,0.1,0.83,4614.66,-16055.85,-23796.26,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.11,-0.03,0.85,9.54,-24273.47,-76258.73,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.08,0.28,0.76,-5220.72,-26225.27,-36640.46,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.2,0.07,0.73,10804.12,21309.97,-14423.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.12,-0.02,1.09,25526.16,38768.83,51226.49,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.18,-0.12,0.93,29181.61,-20386.56,15194.48,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.57,0.54,29453.62,3879.75,-21720.38,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,-0.02,-0.18,0.86,-31560.52,-10119.31,-29813.92,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.42,0.09,0.86,-11231.22,-2612.74,-38709.18,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.06,0.28,0.84,-5485.57,10756.39,-28597.03,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.66,0.56,0.81,23731.83,33197.36,45268.48,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.4,-0.11,0.85,35149.17,4318.78,75981.95,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.17,0.28,0.77,-2114.06,-25380.61,-78184.29,6,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.03,0.03,0.96,13560.02,37835.88,70367.53,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.59,0.23,0.64,4421.38,-15814.86,-7666.44,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.16,-0.2,0.85,8375.1,-47299.03,-11973.29,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.11,0.04,0.84,23292.79,42171.37,706.28,6,,
,,,,,,,,,,,,,,
1,0,1,1,0,0,0.49,-0.15,0.76,32252.48,6292.06,-17437.38,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0.13,-0.92,0.69,-32068.75,-30828,7236.94,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.55,0.05,0.63,-19711.31,67761.95,35523.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.27,0.06,0.78,30555.99,-77551.98,-54693.45,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.25,-0.03,0.82,-34886.7,-34982.14,-1443.57,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.51,0.16,0.71,41651.2,31854.01,-2135.53,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.22,-0.08,0.88,-30002.42,8327.38,21505.63,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.27,-0.11,0.9,-8592.23,-3323.79,10381.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.06,0.09,0.82,656.17,1405.39,-2180.87,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.15,0.03,0.94,2801.24,2097.35,997.38,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.06,0,0.89,2049.63,-2199.95,85.9,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.02,0.02,0.86,1904.08,2677.17,-589.36,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0,-0.04,0.95,2247.68,1958.96,653.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.42,0.02,0.53,78186.68,-53655.51,-51870.73,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.11,-0.64,0.59,-68410.95,46251.54,78186.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.45,-0.13,1.08,8174.67,-69231.77,-36984.05,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.51,0.34,0.63,38995.51,-37726.12,-1197.81,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.41,-0.53,0.38,26227.66,41515.2,47676.02,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0.07,-0.48,1,-27800.08,-13225.97,-5020.29,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.08,-0.7,0.78,46430.5,-16015.29,-37642.61,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,-0.15,-0.71,0.66,9599.15,2658.08,-186.11,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,-0.12,-0.47,0.68,-8551.67,2166.55,1570.03,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,-0.11,-0.56,0.78,3462.18,-7592.47,-34478.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.48,-0.06,0.74,6843.24,-10971.14,-23087.59,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.62,-0.6,0.32,30663.36,-38482.5,9797.2,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.36,-0.28,0.58,-78184.29,37883.6,78186.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.2,0.51,0.71,10937.74,-62245.36,-78184.29,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.89,0.1,0.51,-78184.29,78186.68,78186.68,0,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.16,0.7,0.73,59470.36,11424.49,-39940.39,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.15,-0.68,0.89,28895.28,-18625.65,-60291.17,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.42,0.07,0.74,-61856.43,-22696.28,-7785.74,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.46,0.68,0.5,-4886.67,73025.61,21157.27,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.42,-0.05,0.9,28191.39,-19234.09,-51687,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.47,-0.08,0.78,-35454.59,-36356.52,1190.65,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.29,-0.76,0.69,23049.42,31632.1,-8492.02,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.18,-0.02,0.69,-3381.06,60830.42,37437.41,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.47,0.26,0.71,20114.55,-46215.75,-25647.85,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.66,-0.09,0.84,24244.84,-29169.68,-3242.67,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0.13,-1.13,0.67,13166.32,23361.99,14626.6,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.11,-0.18,0.74,-51737.11,61608.28,48914.39,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.44,-0.08,0.78,8146.04,-69317.66,-32875.25,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.34,0.03,0.75,15833.95,-49298.55,-16461.48,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.66,-0.45,0.86,-34032.49,57029.41,12760.69,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.16,0.61,0.52,36012.93,-63574.39,-20408.04,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.88,-0.2,0.79,14877.13,35690.8,17644.97,0,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0.36,-0.69,0.92,-29515.66,48613.75,46032.02,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.45,0.23,0.76,-28327.4,-2188.02,21045.12,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.32,0.7,0.62,-26969.73,-49086.19,2140.3,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,-0.11,0.73,65903.2,-48110.29,-29198.31,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.79,0.13,0.77,-1768.08,54259.19,16936.31,0,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.51,0.3,0.77,-2882.37,-15590.57,-940.11,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.32,-0.12,0.96,45146.79,-2906.23,-16265.83,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.19,-0.22,0.73,-38754.52,-7807.21,-9642.1,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.75,-0.12,0.64,33385.86,-41920.83,-2035.32,0,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.01,-0.15,0.68,-19191.14,69456.05,54629.03,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.37,0.14,0.79,-35516.62,-43254.64,8298.74,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.62,0.53,0.55,69487.07,-51684.62,-19057.53,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.41,-0.47,0.67,28964.48,18935.84,25910.31,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.17,-0.39,0.85,2631.83,11154.87,12975.44,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.61,0.16,0.68,-18389.43,18079.24,34609.92,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.48,-0.42,0.78,47098.6,-3691.25,-34858.07,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0,-0.98,0.89,-23018.4,-29780.52,-27566.24,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.44,0.18,0.6,-78184.29,19451.23,30047.75,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.09,0.36,0.86,15578.64,-41142.97,-27024.61,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.54,0.12,0.78,44216.23,36953.04,7098.55,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.42,-0.22,0.91,-43039.89,33920.34,45850.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.47,-0.12,0.82,58208.13,-12412.33,-44502.55,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.06,-0.36,0.85,-8606.55,-27408.76,-25459.35,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.31,0.18,0.81,-48229.59,4609.88,17690.31,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.4,0.06,0.73,23648.32,35258.93,515.39,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.18,-0.58,0.8,29735.18,-17084.25,-33016.02,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.66,0.1,0.75,-29355.79,28933.46,39253.2,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.04,0.37,0.86,388.93,-15507.06,2388.45,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.28,-0.57,0.99,23820.12,-14182.79,-2238.13,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.31,0.84,0.51,-45800.57,29436.92,11989.99,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.03,-0.35,0.88,78186.68,-53719.93,-57549.57,6,,
,,,,,,,,,,,,,,
1,0,0,1,1,0,-0.34,-0.6,0.58,-65938.99,-4645.67,-10820.82,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.37,0.18,0.68,-13717.5,68422.88,38563.63,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.43,0.22,0.82,26681.01,1202.58,-25294.71,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.58,-0.43,0.84,-16898.13,24185.19,28270.13,6,,
,,,,,,,,,,,,,,
1,0,1,1,1,0,0.14,-1.05,0.89,44848.54,-43815.37,-38150.84,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.34,-0.14,0.72,64323.62,59007.46,-2720.12,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.38,0.29,0.68,-51527.14,26153.69,54240.1,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.12,-0.22,0.82,30279.2,-77516.19,-56456.75,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.51,0.65,0.63,8205.69,2393.23,52.49,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.64,-0.24,0.91,45640.71,34977.37,-15495.13,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.27,-1.03,0.97,-22880.01,8351.24,22689.12,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.45,0.34,0.71,-48587.5,3249.82,17306.15,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.04,0.38,0.83,-1235.98,-77392.12,-17332.4,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.45,0.09,0.82,38511.14,23901.24,-6972.09,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.36,-0.37,0.86,-6688.15,52794.14,36239.6,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.4,-0.11,0.72,22512.55,-78184.29,-62514.98,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.46,-0.09,0.87,-49763.84,4521.6,10773.1,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.35,0.81,0.64,3049.4,61305.25,11030.79,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.34,-0.11,0.8,37940.87,-15495.13,-64767.43,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.54,-0.46,0.94,-24743.53,41095.25,54703,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.11,0.17,0.84,-10773.1,-44540.73,-15309.01,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.41,-0.17,0.78,52293.07,-21162.04,-24082.58,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.41,-0.17,0.84,-66528.35,40143.21,39506.13,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.28,0.23,0.76,33636.4,6571.23,-16654.75,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.21,0.72,0.67,9782.88,-60539.32,-26991.2,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.56,-0.03,0.81,52996.96,23767.62,-1321.88,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.2,0.03,0.81,-28057.77,40818.46,36793.17,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.09,0.15,0.66,2961.11,-78184.29,-35242.22,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.21,0.18,0.91,-24199.5,59692.26,32817.98,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.46,0.28,0.73,-29405.9,27730.88,22118.85,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.14,-0.17,0.94,75941.38,-40054.92,-43626.87,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.57,-0.21,0.58,-41624.96,78186.68,64330.78,6,,
,,,,,,,,,,,,,,
1,1,1,1,0,0,0.59,0.17,0.66,6795.52,-78184.29,-46473.45,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.37,-0.22,0.87,27979.03,-42109.33,-33409.72,6,,
,,,,,,,,,,,,,,
1,1,0,1,1,0,-0.55,0.03,0.66,-46879.08,28301.15,5387.74,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.49,0.09,0.73,58568.43,49112.44,8570.76,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,0.09,-0.3,0.81,32696.29,8072.07,-34101.68,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.02,-0.42,0.68,-69248.47,-43168.74,31212.16,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.43,1.19,0.61,55848.31,-27170.16,-47308.57,6,,
,,,,,,,,,,,,,,
1,1,1,1,1,0,-0.19,-0.03,0.89,36487.75,975.9,-1751.37,6,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
