tVal2,tVal3,tVal4,tVal5,tVal6,tVal7,ax,ay,az,gx,gy,gz,face
0,1,1,1,1,1,-0.04,-0.01,-1.05,195.66,-3495.59,3536.15,1
0,1,1,1,1,1,-0.05,-0.01,-1.15,-2192.80,-2324.03,2901.46,1
0,1,1,1,1,1,-0.25,-0.01,-1.12,10680.04,30816.07,-25010.77,1
0,1,1,1,1,1,-0.06,0.05,-0.97,8692.45,-48919.17,21092.84,1
0,1,1,1,1,1,-0.15,-0.10,-1.21,-22128.39,3245.05,8255.79,1
0,1,1,1,1,1,-0.11,-0.37,-1.10,-3571.94,16428.08,-11603.45,1
0,1,1,1,1,1,-0.18,0.04,-0.98,54800.82,-29895.05,-18062.54,1
0,1,1,1,1,1,0.07,0.09,-1.08,-27406.38,-21930.35,18537.36,1
0,1,1,1,1,1,0.08,-0.04,-1.15,-22450.51,17957.55,-17153.44,1
0,1,1,1,1,1,-0.17,-0.22,-1.27,33989.54,19088.54,-28076.86,1
0,1,1,1,1,1,0.03,0.03,-1.15,5619.19,-38771.22,33700.82,1
0,1,1,1,1,1,0.26,0.07,-1.08,-16683.39,-12510.15,5504.66,1
0,1,1,1,1,1,0.03,-0.25,-1.04,-18654.28,47685.57,-34538.34,1
0,1,1,1,1,1,-0.21,-0.11,-1.28,38403.77,7442.15,-36389.92,1
0,1,1,1,1,1,0.03,0.21,-1.05,293.49,-47375.38,27819.17,1
0,1,1,1,1,1,0.24,0.20,-1.08,-34559.81,-29618.26,18429.99,1
0,1,1,1,1,1,0.53,-0.14,-1.02,-15337.65,-10749.24,-4192.32,1
0,1,1,1,1,1,0.36,-0.38,-1.12,1064.19,18709.16,-15538.08,1
0,1,1,1,1,1,0.61,-0.05,-1.00,7900.27,-21854.00,14168.47,1
0,1,1,1,0,1,0.67,0.21,-0.76,4731.57,-85.90,-6108.33,1
0,1,1,1,1,1,0.43,-0.07,-1.07,12359.83,34392.79,-16886.20,1
0,1,1,1,1,1,0.27,0.19,-1.05,6449.54,-66.81,-174.18,1
0,1,1,1,1,1,-0.08,0.05,-1.10,-2319.26,31407.81,-19248.41,1
0,1,1,1,1,1,0.11,-0.03,-1.12,6828.93,-18721.09,21861.15,1
0,1,1,1,1,1,0.20,0.16,-0.96,7313.30,-26451.95,14242.44,1
0,1,1,1,0,1,0.50,-0.09,-1.11,-12328.81,-5063.24,-5943.70,1
